AL2O3%,SIO2%,Working H2O_6
,,0|3|露天开采破碎水洗|天然粉红色粉末|Al2O3：50%、SiO2:4.5%、Fe2O3:16.8%、水份：9.4%|来源：澳大利亚，戈夫|签约日期：2019.02.02|现货价|不需要二次结算|非公式定价，无具体计价日期|数量为干重
,,0|3|自然开采破碎，筛选。|粉红色粉末|氧化铝：50.00%、二氧化硫:4.50%、铁20%、其他25.5%|澳大利亚戈夫矿|2019.10.16|现货价|不需要二次结算|2019.10.16
,,"0|3|矿山开采,破碎,筛选,水洗|红褐色块状|AL2O3:55.82%,FE2O3:5.19%|WEIPA矿区|2019年1月2日|现货价|不需要二次结算|2019年1月2日|含水量15.2%"
,,"0|3|矿山开采，破碎，筛选，水洗|红褐色块状|AL2O3:55.71%,SIO2:7.73%,FE2O3:5.21%,水15%|WEIPA 矿区|20190102|现货价|需要二次结算|20190102"
,,"0|3|矿山开采,破碎,筛选,水洗|红褐色块状|AL2O3:56.23%,FE2O3:5.18%|WEIPA矿区|2019年1月2日|现货价|不需要二次结算|2019年1月2日|含水量14.2%"
,,"0|3|矿山开采，破碎，筛选，水洗|红褐色块状|AL2O3:56.34%,SIO2:6.74%,FE2O3:5.17%，水:13.5%|WEIPA 矿区|20190102|现货价|不需要二次结算|20190102"
,,"0|3|矿山开采，破碎，筛选，水洗|红褐色块状|AL2O3:55.82%,SIO2:7.5%,FE2O3:5.19%，水:15.2%|WEIPA 矿区|20190102|现货价|不需要二次结算|20190102"
,,"0|3|矿山开采,破碎,筛选,水洗|红褐色块状|AL2O3:55.83%,FE2O3:5.77%|WEIPA矿区|2019年1月2日|现货价|不需要二次结算|2019年1月2日|含水量13.6%"
,,"0|3|矿山开采,破碎,筛选,水洗|红褐色块状|AL2O3:55.71%,FE2O3:5.21%|WEIPA矿区|2019年1月2日|现货价|不需要二次结算|2019年1月2日|含水量15%"
,,"0|3|矿山开采，破碎，筛选，水洗|红褐色块状|AL2O3:55.83%,SIO2:7.68%,FE2O3:5.77%,水13.6%|WEIPA 矿区|20190102|现货价|不需要二次结算|20190102"
,,"0|3|矿山开采,破碎,筛选,水洗|红褐色块状|AL2O3:56.34%,FE2O3:5.17%|WEIPA矿区|2019年1月2日|现货价|不需要二次结算|2019年1月2日|含水量13.5%"
,,"0|3|粉碎、粗选|红褐色颗粒状|AL2O3:49.6%,SIO2:4.7%,FE2O3:17%,TIO2:3%,L.O.I:25.3%,杂质0.4%|澳大利亚 GOVE矿区|20181205|现货价|不需要二次结算|20191011"
,,"0|3|矿山开采,破碎,筛选,水洗|红褐色块状|AL2O3:55.74%,FE2O3:5.49%|WEIPA矿区|2019年1月2日|现货价|不需要二次结算|2019年1月2日|||含水量13.9%"
,,"0|3|原矿|红褐色粉状|AL2O3:50.27% SIO2:3.08%|West Kalimantan,Indonesia|20191011|现货价|无需二次结算|20191011"
,,4|3|煅烧提纯|黄棕色粉末及颗粒|三氧化二铝86.5%，三氧化二铁2.0%，二氧化硅8.0%，二氧化钛3.50%|中国山西|2019年9月23日|现货价|不需要二次结算|2019年9月23日
,,4|3|煅烧提纯|黄棕色粉末及颗粒|三氧化二铝86.5%，三氧化二铁2.0%，二氧化硅8.0%，二氧化钛3.50%|中国山西|2019年9月23日|现货价|不需要二次结算|2019年9月23日
,,4|3|煅烧提纯|黄棕色粉末及颗粒|三氧化二铝86.5%，三氧化二铁2.0%，二氧化硅8.0%，二氧化钛3.50%|中国山西|2019年9月23日|现货价|不需要二次结算|2019年9月23日
,,4|3|煅烧提纯|黄棕色粉末及颗粒|三氧化二铝86.5%，三氧化二铁2.0%，二氧化硅8.0%，二氧化钛3.50%|中国山西|2019年9月23日|现货价|不需要二次结算|2019年9月23日
,,"0|3|矿山开采，破碎，筛选，水洗|红褐色块状|AL2O3:56.35%,SIO2:7%,FE2O3:5.49%，水:13.1%|WEIPA 矿区|20190102|现货价|不需要二次结算|20190102"
,,"0|3|粉碎、粗选|红褐色颗粒状|AL2O3:48.2%,SIO2:4.4%,FE2O3:19.5%,TIO2:2.8%,L.O.I:24.6%,杂质0.5%|澳大利亚 GOVE矿区|20181205|现货价|不需要二次结算|20191011"
,,"0|3|矿山开采,破碎,筛选,水洗|红褐色块状|AL2O3:56.35%,FE2O3:5.49%|WEIPA矿区|2019年1月2日|现货价|不需要二次结算|2019年1月2日|||含水量13.1%"
,,"0|3|粉碎、粗选|红褐色颗粒状|AL2O3:49.1%,SIO2:4.4%,FE2O3:18.2%,TIO2:2.9%,L.O.I:25%,杂质0.4%|澳大利亚 GOVE矿区|20181205|现货价|不需要二次结算|20191011"
,,0|3|加工方法：露天开采，破碎，水洗|天然粉红色粉末|Al2O3：47.7%、SiO2:5.5%、Fe2O3：19.5%、水份：8.7%|来源：澳大利亚，戈夫|签约日期：2016.10.18|现货价|不需要二次结算|非公式定价，无具体计价日期|||数量为干重
,,0|3|露天开采破碎水洗|天然粉红色粉末|Al2O3：48.9%、SiO2:4.7%、Fe2O3:18.1%、水份：9.7%|来源：澳大利亚，戈夫|签约日期2019.2.2|现货价|不需要二次结算|非公式定价，无具体计价日期|||数量为干重
,,0|3|露天开采破碎水洗|天然粉红色粉末|Al2O3：49.2%、SiO2:5.1%、Fe2O3:17.2%、水份：9.7%|来源：澳大利亚，戈夫矿区|签约日期2016.10.18|现货价|不需要二次结算|非公式定价，无具体计价日期|||数量为干重
,,"0|3|粉碎、粗选|红褐色颗粒状|AL2O3:49.3%,SIO2:4.7%,FE2O3:17.6%,TIO2:2.9%,L.O.I:25.2%,杂质0.3%|澳大利亚 GOVE矿区|20181205|现货价|不需要二次结算|20190723"
,,"0|3|天然开采|棕色，粉状|氧化铝--46.9%, 二氧化硅--6.7%，三氧化二铁--26.4%, 烧失量--20%|马来西亚彭亨州关丹县|无签约日期|定价方式：现货价|不需要二次结算|无计价日期"
,,"0|3|粉碎、粗选|红褐色颗粒状|AL2O3:47.1%,SIO2:5.4%,FE2O3:20.3%,TIO2:2.7%,L.O.I:24%,杂质0.5%|澳大利亚 GOVE矿区|20181205|现货价|不需要二次结算|20191108"
,,0|3|天然开采|红褐色颗粒|AL2O3:49.99%Fe2O3:13.36%RSIO2:3.26%TSIO2:8.56%%M:16.39%|印度尼西亚矿区|2019年11月7日|现货价|需要二次结算|2019年11月7日|||无其他
,,"0|3|矿山开采，破碎，筛选，水洗|红褐色块状|AL2O3:56.2%,SIO2:7.24%,FE2O3:5.53%，水:13.4%|WEIPA 矿区|20190102|现货价|不需要二次结算|20190102"
,,0|3|加工方法：露天开采|外观：黑色土状矿物颗粒|成分含量：三氧化二铝≥46%，二氧化硅≤2%  其他杂质|来源 ：几内亚 FRIA矿区|签约日期：无|定价方式：无|是否需要二次结算： 否|计价日期：2019年11月7日
,,"0|3|矿山开采，破碎，筛选，水洗|红褐色块状|AL2O3:56.46%,SIO2:6.74%,FE2O3:5.27%，水:13.4%|WEIPA 矿区|20190102|现货价|不需要二次结算|20190102"
,,"0|3|矿山开采,破碎,筛选,水洗|红褐色块状|AL2O3:56.2%,FE2O3:5.53%|WEIPA矿区|2019年1月2日|现货价|不需要二次结算|2019年1月2日|||含水量13.4%"
,,4|3|直接挖采包装|砂红色|氧化铝44%，二氧化硅4%，二氧化铁20%，氧化钙1%，其他31%|几内亚|2019年10月25日|现货价|不二次结算|2019年10月25日
,,"0|3|加工方法：粉碎、粗选|外观：红褐色颗粒状|成分含量：AL2O3三氧化二铝:51.2%,SIO2二氧化硅:4.3%,FE2O3三氧化二铁:15%,TIO2二氧化钛:3.2%,L.O.I:25.9%,杂质0.4%|马来西亚 关丹 新山|签约日期：2019.10.15|定价方式：现货价|不需要二次结算|计价日期：2019.10.15"
,,"0|3|原矿|红褐色粉状|AL2O3:46.63% SIO2:8.34% |West Kalimantan,Indonesia|20191016|现货价|二次结算|20191016"
,,"0|3|矿山开采，破碎，筛选，水洗|红褐色块状|AL2O3:56.23%,SIO2:6.63%,FE2O3:5.18%，水:14.2%|WEIPA 矿区|20190102|现货价|不需要二次结算|20190102"
,,"0|3|矿山开采,破碎,筛选,水洗|红褐色块状|AL2O3:56.46%,FE2O3:5.27%|WEIPA矿区|2019年1月2日|现货价|不需要二次结算|2019年1月2日|||含水量13.4%"
,,4|3|天然|红褐色颗粒状|Al2O3:47% Sio2:2%|Boke|样品，不适用|样品，不适用|无需二次结算|样品，不适用|无CAS|无需报
,,4|3|天然|红褐色颗粒状|Al2O3:47% Sio2:2%|Boke|样品，不适用|样品，不适用|无需二次结算|样品，不适用|无CAS|无需报
,,4|3|低温煅烧|土状矿物|氧化铝60.2%，烧失量31.84%，氧化硅4.58%，氧化钛2.63%，|GUYANA INDUSTRIAL MINERALS INC.|2016.02.13|现货价|不需要二次结算|2019.11
,,4|3|低温煅烧|土状矿物|氧化铝60.2%，烧失量31.84%，氧化硅4.58%，氧化钛2.63%，|GUYANA INDUSTRIAL MINERALS INC.|2016.02.13|现货价|不需要二次结算|2019.11
,,0|3|天然开采|红褐色颗粒|AL2O3:48.55%Fe2O3:17.86%LOI:25.09%SIO2:6.17%%M:15.62%|印度尼西亚西加里曼丹矿区|2019年12月12日|现货价|需要二次结算|2019年12月12日|无其他
,,"0|3|原矿|红褐色粉状|AL2O3:50.58% R-SIO2:3.42%|West Kalimantan,Indonesia|20191210|现货价|需要二次结算|20191210"
,,0|3|天然开采|红褐色颗粒|AL2O3:47.67%Fe2O3:15.96%LOI:25.83%TSIO2:7.84%%M:14.05%|印度尼西亚西加里曼丹矿区|2019年12月10日|现货价|需要二次结算|2019年12月10日|无其他
,,0|3|天然开采|红褐色颗粒|AL2O3:48.93%Fe2O3:17.86%LOI:25.15%SIO2:5.82%%M:15.66%|印度尼西亚西加里曼丹矿区|2019年12月12日|现货价|需要二次结算|2019年12月12日|无其他
,,0|3|天然开采|红褐色颗粒|AL2O3:46.41%Fe2O3:17.51%LOI:24.85%TSIO2:8.36%%M:15.96%|印度尼西亚西加里曼丹矿区|2019年11月20日|现货价|需要二次结算|2019年11月20日|无其他
,,"0|3|原矿|红褐色粉状|AL2O3:50.17% R-SIO2:3.22%|West Kalimantan,Indonesia|20191121|现货价|需要二次结算|20191121"
,,"0|3|原矿|红褐色粉状|AL2O3:50.17% R-SIO2:3.22%|West Kalimantan,Indonesia|20191121|现货价|需要二次结算|20191121"
,,"0|3|粉碎、粗选|红褐色颗粒状|AL2O3:48.07%,RSIO2:2.89%,SIO2:4.47%,FE2O3:18.1%,,LOI:26.47%|印度尼西亚 加里曼丹|20191206|现货价|需要二次结算|20191206"
,,"0|3|粉碎、粗选|红褐色颗粒状|AL2O3:48.46%,RSIO2:3.15%,SIO2:5.13%,FE2O3:17.23%,,其它成分:26.03%|印度尼西亚 加里曼丹|20191209|现货价|需要二次结算|20191209"
,,"0|3|粉碎、粗选|红褐色颗粒状|AL2O3:49.27%,RSIO2:2.98%,SIO2:5.21%,FE2O3:16.64%,其它成分:25.9%|印度尼西亚 西加里曼丹|20191206|现货价|需要二次结算|20191206"
,,"0|3|粉碎、粗选|红褐色颗粒状|AL2O3:48.6%,SIO2:5.4%,FE2O3:17.9%,TIO2:2.8%,L.O.I:24.9%,杂质0.4%|澳大利亚 GOVE矿区|20181205|现货价|不需要二次结算|20191011"
,,"0|3|粉碎、粗选|红褐色颗粒状|AL2O3:49.6%,SIO2:4.3%,FE2O3:17.4%,TIO2:2.9%,L.O.I:25.3%,杂质0.5%|澳大利亚 GOVE矿区|20181205|现货价|不需要二次结算|20191011"
,,"0|3|粉碎、粗选|红褐色颗粒状|AL2O3:48.61%,RSIO2:2.86%,SIO2:4.03%,FE2O3:18.01%,,其它成分:26.49%|印度尼西亚 加里曼丹|20191209|现货价|需要二次结算|20191209"
,,"0|3|粉碎、粗选|红褐色颗粒状|AL2O3:48.09%,RSIO2:2.96%,SIO2:4.36%,FE2O3:18.34%,,LOI:26.25%|印度尼西亚 加里曼丹|20191209|现货价|需要二次结算|20191209"
,,"0|3|粉碎、粗选|红褐色颗粒状|AL2O3:50.2%,SIO2:5.6%,FE2O3:15.5%,TIO2:3%,L.O.I:25.3%,杂质0.4%|澳大利亚 GOVE矿区|20181205|现货价|不需要二次结算|20191011"
,,"0|3|粉碎、粗选|红褐色颗粒状|AL2O3:48.07%,RSIO2:2.99%,SIO2:4.68%,FE2O3:18.01%,,LOI:26.25%|印度尼西亚 加里曼丹|20191206|现货价|需要二次结算|20191206"
,,"0|3|粉碎、粗选|红褐色颗粒状|AL2O3:48.2%,SIO2:5.5%,FE2O3:18.5%,TIO2:2.8%,L.O.I:24.6%,杂质0.4%|澳大利亚 GOVE矿区|20181205|现货价|不需要二次结算|20191011"
,,"0|3|粉碎、粗选|红褐色颗粒状|AL2O3:49.25%,RSIO2:2.93%,SIO2:5.37%,FE2O3:17.4%,,LOI:25.05%|印度尼西亚 西加里曼丹|20191206|现货价|需要二次结算|20191206"
,,0|3|水洗原矿破碎处理|外观红褐色颗粒|总氧化铝47.12% ;总二氧化硅11.50% ;三氧化二铁16.26%;烧失量24.33%|来源西澳大利亚美铝矿区|2019年1月|正规铝矿砂大宗散货根据三氧化二铝和二氧化硅的指标定价|不需要二次结算|2019年7月
,,0|3|加工方法：露天开采，破碎，水洗|天然粉红色粉末|Al2O3：49.5%、SiO2:5%、Fe2O3：16.8%、水份：9.7%|来源：澳大利亚，戈夫|签约日期：2016.10.18|现货价|不需要二次结算|非公式定价，无具体计价日期|数量为干重
,,0|3|加工方法：露天开采，破碎，水洗|天然粉红色粉末|Al2O3：50.89%、SiO2:7.09%、Fe2O3：13.44%、水份：15.8%|来源：澳大利亚，韦帕|签约日期：2016.10.18|现货价|不需要二次结算|非公式定价，无具体计价日期|数量为干重
,,0|3|露天开采，破碎，水洗|天然粉红色粉末|Al2O3：51.09%、SiO2:9.56%、Fe2O3:14.76%、水份：13.6%|来源：澳大利亚，韦帕|签约日期2017.12.5|现货价|不需要二次结算|非公式定价，无具体计价日期|数量为干重
,,0|3|露天开采，破碎，水洗|天然粉红色粉末|Al2O3：51.32%、SiO2:9.55%、Fe2O3:13.79%、水份：13.5%|来源：澳大利亚，韦帕|签约日期2017.12.5|现货价|不需要二次结算|非公式定价，无具体计价日期|数量为干重
,,0|3|露天开采破碎水洗|天然粉红色粉末|Al2O3：49.4%、SiO2:5.6%、Fe2O3:16.7%、水份：9.2%|来源：澳大利亚，戈夫|签约日期2019.2.2|现货价|不需要二次结算|非公式定价，无具体计价日期|数量为干重
,,0|3|露天开采破碎水洗|天然粉红色粉末|Al2O3：49.67%、SiO2:6.9%、Fe2O3:15.33%、水份：15.5%|来源：澳大利亚，韦帕矿区|签约日期2016.10.18|现货价|不需要二次结算|非公式定价，无具体计价日期|数量为干重
,,0|3|露天开采破碎水洗|天然粉红色粉末|Al2O3：50%、SiO2:4.5%、Fe2O3:16.8%、水份：9.4%|来源：澳大利亚，戈夫|签约日期2019.2.2|现货价|不需要二次结算|非公式定价，无具体计价日期|数量为干重
,,0|3|露天开采破碎水洗|天然粉红色粉末|Al2O3：52.24%、SiO2:8.2%、Fe2O3：13.01%、水份：13.6%|来源：澳大利亚，韦帕|签约日期：2017.12.5|现货价|不需要二次结算|非公式定价，无具体计价日期|数量为干重
,,0|3|露天开采破碎水洗|天然粉红色粉末|Al2O3：52.3%、SiO2:8.76%、Fe2O3：11.93%、水份：13%|来源：澳大利亚，韦帕|签约日期：2017.12.5|现货价|不需要二次结算|非公式定价，无具体计价日期|数量为干重
,,0|3|露天开采破碎水洗|天然粉红色粉末|Al2O3：52.51%、SiO2:8.43%、Fe2O3：13.36%、水份：12.9%|来源：澳大利亚，韦帕|签约日期：2017.12.5|现货价|不需要二次结算|非公式定价，无具体计价日期|数量为干重
,,"0|3|矿山开采，破碎，筛选，水洗|红褐色块状|AL2O3:56.35%,SIO2:7.12%,FE2O3:5.72%，水:14.2%|WEIPA 矿区|20190102|现货价|不需要二次结算|20190102"
,,"0|3|矿山开采，破碎，筛选，水洗|红褐色块状|AL2O3:56.27%,SIO2:6.92%,FE2O3:5.47%，水:13.1%|WEIPA 矿区|20190102|现货价|不需要二次结算|20190102"
,,"0|3|矿山开采,破碎,筛选,水洗|红褐色块状|AL2O3:56.27%,FE2O3:5.47%|WEIPA矿区|2019年1月2日|现货价|不需要二次结算|2019年1月2日|含水量13.1%"
,,"0|3|矿山开采，破碎，筛选，水洗|红褐色块状|AL2O3:55.89%,SIO2:7.56%,FE2O3:5.67%，水:13.9%|WEIPA 矿区|20190102|现货价|不需要二次结算|20190102"
,,"0|3|矿山开采,破碎,筛选,水洗|红褐色块状|AL2O3:55.89%,FE2O3:5.67%|WEIPA矿区|2019年1月2日|现货价|不需要二次结算|2019年1月2日|含水量13.9%"
,,"0|3|矿山开采,破碎,筛选,水洗|红褐色块状|AL2O3:55.86%,FE2O3:5.63%|WEIPA矿区|2019年1月2日|现货价|不需要二次结算|2019年1月2日|含水量13%"
,,"0|3|矿山开采，破碎，筛选，水洗|红褐色块状|AL2O3:55.74%,SIO2:7.69%,FE2O3:5.49%，水:13.9%|WEIPA 矿区|20190102|现货价|不需要二次结算|20190102"
,,"0|3|矿山开采,破碎,筛选,水洗|红褐色块状|AL2O3:56.35%,FE2O3:5.72%|WEIPA矿区|2019年1月2日|现货价|不需要二次结算|2019年1月2日|含水量14.2%"
,,"0|3|矿山开采，破碎，筛选，水洗|红褐色块状|AL2O3:55.86%,SIO2:7.48%,FE2O3:5.63%，水:13%|WEIPA 矿区|20190102|现货价|不需要二次结算|20190102"
,,0|3|粉碎加工|棕黄色块状|铝67.95%硅9.85%铁3.97%钙0.95%镁0.95%钠0.33%钾0.04%烧碱15.95%杂质0.01%|巴基斯塔KHYBER PAKHTUNKWA|20191207|现价|不需要二次结算|无计价日期|无滞期费
,,4|3|天然|红褐色颗粒状|Al2O3:47% Sio2:2%|Boke|样品，不适用|样品，不适用|无需二次结算|样品，不适用|无滞期费|无CAS|无需报
,,4|3|天然|红褐色颗粒状|Al2O3:47% Sio2:2%|Boke|样品，不适用|样品，不适用|无需二次结算|样品，不适用|无滞期费|无CAS|无需报
,,"0|3|破碎，研磨，煅烧|灰白色|AL2O3:88.41%,SIO2:7.3%FE2O3:1.16%TIO2:2.8%MGO:0.04%CAO:0.01%|东蒙哥马利矿山EAST MONTGOMERY MINE|20190917|现货价|无需二次结算|20190917|无滞期费"
,,"0|3|破碎，研磨，煅烧|灰白色|AL2O3:88.41%,SIO2:7.3%FE2O3:1.16%TIO2:2.8%MGO:0.04%CAO:0.01%|东蒙哥马利矿山EAST MONTGOMERY MINE|20191030|现货价|无需二次结算|20191030|无滞期费"
,,"0|3|原矿|红褐色粉状|AL2O3:49.05% R-SIO2:4.28%|West Kalimantan,Indonesia|20191118|现货价|需要二次结算|20191118"
,,"0|3|原矿|红褐色粉状|AL2O3:45.49% Reactive-SIO2:2.40%|CAPE VEGRA,GUINEA|20191122|现价|需要二次结算|20191122|无滞期费"
,,"0|3|粉碎、粗选|红褐色颗粒状|AL2O3:48.7%,SIO2:4.7%,FE2O3:18.5%,TIO2:2.9%,L.O.I:24.8%,杂质0.4%|澳大利亚 GOVE矿区|20181205|现货价|不需要二次结算|20191011|无滞期费"
,,"0|3|粉碎、粗选|红褐色颗粒状|AL2O3:49.3%,SIO2:4.2%,FE2O3:17.9%,TIO2:2.9%,L.O.I:25.2%,杂质0.5%|澳大利亚 GOVE矿区|20181205|现货价|不需要二次结算|20191011|无滞期费"
,,"0|3|粉碎、粗选|红褐色颗粒状|AL2O3:49.7%,SIO2:5.2%,FE2O3:16.4%,TIO2:3%,L.O.I:25.3%,杂质0.4%|澳大利亚 GOVE矿区|20181205|现货价|不需要二次结算|20191011|无滞期费"
,,"0|3|粉碎、粗选|红褐色颗粒状|AL2O3:49%,SIO2:4.8%,FE2O3:17.6%,TIO2:3%,L.O.I:25.1%,杂质0.5%|澳大利亚 GOVE矿区|20181205|现货价|不需要二次结算|20191011|无滞期费"
,,"0|3|粉碎、粗选|红褐色颗粒状|AL2O3:49.3%,SIO2:4.7%,FE2O3:17.4%,TIO2:3%,L.O.I:25.2%,杂质0.4%|澳大利亚 GOVE矿区|20181205|现货价|不需要二次结算|20191011|无滞期费"
,,0|3|露天开采.破碎.水洗|天然粉红色粉末|Al2O3：47.7%、SiO2:5.5%、Fe2O3:19.5%、水份：8.7%|来源：澳大利亚，戈夫矿区|20161018|现货价|不需要二次结算|非公式定价，无具体计价日期|无滞期费|数量为干重
,,0|3|露天开采.破碎.水洗|天然粉红色粉末|Al2O3：51.3%、SiO2:6.39%、Fe2O3:12.97%、水份：15.2%|来源：澳大利亚，韦帕矿区|20161018|现货价|不需要二次结算|非公式定价，无具体计价日期|有滞期费，杂费为滞期费|数量为干重
,,0|3|露天开采，破碎，水洗|天然粉红色粉末|Al2O3：51.97%、SiO2:8.98%、Fe2O3:13.71%、水份：12.9%|来源：澳大利亚，韦帕|20171205|现货价|不需要二次结算|非公式定价，无具体计价日期|有滞期费，杂费为滞期费|数量为干重
,,0|3|露天开采，破碎，水洗|天然粉红色粉末|Al2O3：53.74%、SiO2:9.88%、Fe2O3:9.9%、水份：12.7%|来源：澳大利亚，韦帕|20171205|现货价|不需要二次结算|非公式定价，无具体计价日期|无滞期费|数量为干重
,,0|3|露天开采破碎水洗|天然粉红色粉末|Al2O3：50.97%、SiO2:9.01%、Fe2O3：14.88%、水份：13.6%|来源：澳大利亚，韦帕|20171205|现货价|不需要二次结算|非公式定价，无具体计价日期|无滞期费|数量为干重
,,0|3|加工方法：露天开采，破碎，水洗|天然粉红色粉末|Al2O3：51.3%、SiO2:5.6%、Fe2O3：13.4%、水份：9.5%|来源：澳大利亚，戈夫|20161018|现货价|不需要二次结算|非公式定价，无具体计价日期|没有滞期费|数量为干重
,,"0|3|矿山开采,破碎,筛选,水洗|红褐色块状|AL2O3:56.5%,FE2O3:5.32%|WEIPA矿区|20190102|现货价|不需要二次结算|2019年1月2日|滞期费未确定|含水量14.6%"
,,"0|3|矿山开采,破碎,筛选,水洗|红褐色块状|AL2O3:56.96%,FE2O3:5.53%|WEIPA矿区|20190102|现货价|不需要二次结算|2019年1月2日|滞期费未确定|含水量13.2%"
,,"0|3|矿山开采，破碎，筛选，水洗|红褐色块状|AL2O3:56.96%,SIO2:6.55%,FE2O3:5.53%，水:13.2%|WEIPA 矿区|20190102|现货价|不需要二次结算|20190102|暂无滞期费"
,,"0|3|矿山开采，破碎，筛选，水洗|红褐色块状|AL2O3:56.5%,SIO2:7.26%,FE2O3:5.32%，水:14.6%|WEIPA 矿区|20190102|现货价|不需要二次结算|20190102|暂无滞期费"
,,"0|3|矿山开采,破碎,筛选,水洗|红褐色块状|AL2O3:56.85%,FE2O3:5.5%|WEIPA矿区|20200106|现货价|不需要二次结算|20200106|滞期费未确定|含水量14.6%"
,,"0|3|矿山开采，破碎，筛选，水洗|红褐色块状|AL2O3:56.85%,SIO2:5.98%,FE2O3:5.5%，水:14.6%|WEIPA 矿区|20191227|现货价|不需要二次结算|20191227|暂无滞期费"
,,"0|3|矿山开采，破碎，筛选，水洗|红褐色块状|AL2O3:57.63%,SIO2:5.78%,FE2O3:5.71%，水:14%|WEIPA 矿区|20191227|现货价|不需要二次结算|20191227|暂无滞期费"
,,"0|3|矿山开采，破碎，筛选，水洗|红褐色块状|AL2O3:56.34%,SIO2:6.78%,FE2O3:6.09%，水:14.2%|WEIPA 矿区|20191227|现货价|不需要二次结算|20191227|暂无滞期费"
,,0|3|露天开采.破碎.水洗|天然粉红色粉末|Al2O3：49.5%、SiO2:5%、Fe2O3:16.8%、水份：9.7%|来源：澳大利亚，戈夫矿区|20161018|现货价|不需要二次结算|非公式定价，无具体计价日期|无滞期费|数量为干重
,,0|3|露天开采.破碎.水洗|天然粉红色粉末|Al2O3：50.89%、SiO2:7.09%、Fe2O3:13.44%、水份：15.8%|来源：澳大利亚，韦帕矿区|20161018|现货价|不需要二次结算|非公式定价，无具体计价日期|无滞期费|数量为干重
,,0|3|露天开采，破碎，水洗|天然粉红色粉末|Al2O3：52.24%、SiO2:8.2%、Fe2O3:13.01%、水份：13.6%|来源：澳大利亚，韦帕|20171205|现货价|不需要二次结算|非公式定价，无具体计价日期|无滞期费|数量为干重
,,0|3|露天开采，破碎，水洗|天然粉红色粉末|Al2O3：52.3%、SiO2:8.76%、Fe2O3:11.93%、水份：13%|来源：澳大利亚，韦帕|20171205|现货价|不需要二次结算|非公式定价，无具体计价日期|有滞期费，杂费为滞期费|数量为干重
,,0|3|露天开采，破碎，水洗|天然粉红色粉末|Al2O3：52.51%、SiO2:8.43%、Fe2O3:13.36%、水份：12.9%|来源：澳大利亚，韦帕|20171205|现货价|不需要二次结算|非公式定价，无具体计价日期|有滞期费，杂费为滞期费|数量为干重
,,"0|3|矿石开采,破碎,筛选,水洗|红褐色块状|Al2O3 56.88%,SiO2 6.24%,Fe2O3 5.82%,水分14.9%|澳大利亚韦帕矿|20191227|现货价|无需二次结算|20191227|滞期费未确定"
,,"0|3|矿山开采,破碎,筛选,水洗|红褐色块状|AL2O3:57.63%,FE2O3:5.71%|WEIPA矿区|20200106|现货价|不需要二次结算|2020年1月6日|滞期费未确定|含水量14%"
,,"0|3|原矿|红褐色粉状|AL2O3:49.05% R-SIO2:4.28%|West Kalimantan,Indonesia|20191118|现货价|需要二次结算|20191118"
,,"0|3|矿山开采,破碎,筛选,水洗|红褐色块状|AL2O3:56.34%,FE2O3:6.09%|WEIPA矿区|20200106|现货价|不需要二次结算|2020年1月6日|滞期费未确定|含水量14.2%"
,,0|3|原矿，天然开采|红褐色颗粒|AL2O3:47.95%Fe2O3:18.59%LOI:25.69%SIO2:4.42%%M:14.89%|印度尼西亚西加里曼丹矿区|20200131|现货价|需要二次结算|2020年1月31日|无滞期费|无其他
,,0|3|水洗原矿破碎处理|红褐色粉末|总氧化铝47.12%总二氧化硅11.50%三氧化二铁16.26%烧失量24.33%|西澳大利亚美铝矿区|20190127|正规铝矿砂大宗散货根据三氧化二铝和二氧化硅的指标定价；本次样品实际免费赠送，加上外包装货值30澳元|不需要二次结算|20200127|无滞期费
,,0|3|原矿，天然开采|红褐色颗粒|AL2O3:47.67%Fe2O3:19.24%LOI:25.74%SIO2:4.37%%M:15.95%|印度尼西亚西加里曼丹矿区|20200120|现货价|需要二次结算|2020年1月20日|无滞期费|无其他
,,0|3|原矿|红褐色颗粒状|Al2O3:49.89% SiO2:4.54% Fe2O3:9.34%|WEST KALIMANTAN矿区|20191205|现货价|是二次结算|201912|无滞期费
,,0|3|原矿|红褐色粉状|AL2O3:46.03% SIO2:2.56%|几内亚博凯大区(RegiondeBoke)|20200102|现价|需要二次结算|20200102|无滞期费
,,"0|3|矿山开采,破碎,筛选,水洗|红褐色块状|AL2O3:56.88%,FE2O3:5.82%|WEIPA矿区|20200106|现货价|不需要二次结算|20200106|滞期费未确定|含水量14.9%"
,,0|3|原矿|红褐色粉状|AL2O3:45.8% SIO2:2.42%|几内亚博凯大区(RegiondeBoke)|20200102|现价|需要二次结算|20200102|无滞期费
,,0|3|天然开采|红褐色颗粒|AL2O3:47.29%SIO2:2.79%CAO:0.06%FE2O3:20.5%M:8.58%|几内亚博凯矿区|20191108|现货价|需要二次结算|2019年11月8日|滞期费未确定|无其他
,,0|3|原矿|红褐色颗粒状|Al2O3:50.59% SiO2:4.24% Fe2O3:10.05%|WEST KALIMANTAN矿区|20191205|现货价|是二次结算|201912|无滞期费
,,"0|3|矿山开采，破碎，筛选，水洗|红褐色块状|AL2O3:56.85%,SIO2:5.98%,FE2O3:5.5%，水:14.6%|WEIPA 矿区|20191227|现货价|不需要二次结算|20191227|暂无滞期费"
