,,Day,Date,NAX,SAX,WA CIF VAT incl.,,Date,WA CIF VAT INCL.,USD: RMB,Australia (FOB WA),WA CIF RMB/t
HARD CODE VALUES,139, 774 ,16-Apr-18,"2,850","2,725"," 4,286 ",,09-Mar-18,466,6.3451,," 2,958.15 "
HARD CODE VALUES,140, 773 ,17-Apr-18,"2,850","2,725"," 4,286 ",,12-Mar-18,466,6.3333,," 2,952.83 "
HARD CODE VALUES,141, 772 ,18-Apr-18,"2,850","2,725"," 4,286 ",,13-Mar-18,471,6.3218,," 2,977.24 "
HARD CODE VALUES,142, 771 ,19-Apr-18,"2,850","2,725"," 5,463 ",,14-Mar-18,474,6.3205,," 2,998.83 "
HARD CODE VALUES,143, 770 ,20-Apr-18,"2,850","2,725"," 5,463 ",,15-Mar-18,474,6.3141,," 2,995.90 "
HARD CODE VALUES,144, 767 ,23-Apr-18,"3,234","3,050"," 5,463 ",,16-Mar-18,474,6.334,," 3,005.03 "
HARD CODE VALUES,145, 766 ,24-Apr-18,"3,234","3,050"," 5,463 ",,19-Mar-18,477,6.332,," 3,018.93 "
HARD CODE VALUES,146, 765 ,25-Apr-18,"3,234","3,050"," 5,463 ",,20-Mar-18,477,6.3246,," 3,015.51 "
HARD CODE VALUES,147, 764 ,26-Apr-18,"3,234","3,050"," 4,838 ",,21-Mar-18,483,6.3396,," 3,059.52 "
HARD CODE VALUES,148, 763 ,27-Apr-18,"3,234","3,050"," 4,838 ",,22-Mar-18,483,6.3167,," 3,048.83 "
HARD CODE VALUES,149, 758 ,02-May-18,"3,107","3,075"," 5,031 ",,23-Mar-18,484,6.3272,," 3,061.13 "
HARD CODE VALUES,150, 757 ,03-May-18,"3,107","3,075"," 5,036 ",,26-Mar-18,536,6.3193,," 3,386.45 "
HARD CODE VALUES,151, 756 ,04-May-18,"3,107","3,075"," 5,020 ",,27-Mar-18,549,6.2816,," 3,447.68 "
HARD CODE VALUES,152, 753 ,07-May-18,"3,060","3,100"," 5,025 ",,28-Mar-18,549,6.2785,," 3,446.03 "
HARD CODE VALUES,153, 752 ,08-May-18,"3,113","3,115"," 4,525 ",,29-Mar-18,556,6.3046,," 3,507.89 "
HARD CODE VALUES,154, 751 ,09-May-18,"3,133","3,115"," 4,529 ",,30-Mar-18,556,6.2881,," 3,498.97 "
HARD CODE VALUES,155, 750 ,10-May-18,"3,133","3,115"," 4,532 ",,4/2/2018,556,6.2881,," 3,498.97 "
HARD CODE VALUES,156, 749 ,11-May-18,"3,133","3,115"," 4,515 ",,4/3/2018,556,6.2881,," 3,498.97 "
HARD CODE VALUES,157, 746 ,14-May-18,"3,097","3,115"," 4,502 ",,4/4/2018,556,6.2881,," 3,498.97 "
HARD CODE VALUES,158, 745 ,15-May-18,"3,110","3,090"," 4,237 ",,4/9/2018,576,6.2881,," 3,624.04 "
HARD CODE VALUES,159, 744 ,16-May-18,"3,110","3,090"," 4,254 ",,4/10/2018,576,6.2881,," 3,624.04 "
HARD CODE VALUES,160, 743 ,17-May-18,"3,110","3,090"," 4,250 ",,4/11/2018,594,6.2881,," 3,734.40 "
HARD CODE VALUES,161, 742 ,18-May-18,"3,110","3,090"," 4,255 ",,4/12/2018,594,6.2881,," 3,734.40 "
HARD CODE VALUES,162, 739 ,21-May-18,"3,093","3,090"," 4,261 ",,4/13/2018,606,6.2881,," 3,807.97 "
HARD CODE VALUES,163, 738 ,22-May-18,"2,980","3,060"," 3,899 ",,4/16/2018,682,6.2881,," 4,286.18 "
HARD CODE VALUES,164, 737 ,23-May-18,"2,980","3,060"," 3,898 ",,4/17/2018,682,6.2881,," 4,286.18 "
HARD CODE VALUES,165, 736 ,24-May-18,"2,980","3,060"," 3,788 ",,4/18/2018,682,6.2881,," 4,286.18 "
HARD CODE VALUES,166, 735 ,25-May-18,"2,980","3,060"," 3,791 ",,4/19/2018,869,6.2881,," 5,463.31 "
HARD CODE VALUES,167, 732 ,28-May-18,"2,932","2,990"," 3,797 ",,4/20/2018,869,6.2881,," 5,463.31 "
HARD CODE VALUES,168, 731 ,29-May-18,"2,932","2,990"," 3,778 ",,4/23/2018,869,6.2881,," 5,463.31 "
HARD CODE VALUES,169, 730 ,30-May-18,"2,883","2,975"," 3,788 ",,4/24/2018,869,6.2881,," 5,463.31 "
HARD CODE VALUES,170, 729 ,31-May-18,"2,883","2,975"," 3,028 ",,4/25/2018,869,6.2881,," 5,463.31 "
HARD CODE VALUES,171, 728 ,01-Jun-18,"2,883","2,975"," 3,024 ",,4/26/2018,769,6.2881,," 4,837.96 "
HARD CODE VALUES,172, 728 ,01-Jun-18,"2,883","2,975"," 3,024 ",,4/27/2018,769,6.2881,," 4,837.96 "
HARD CODE VALUES,173, 725 ,04-Jun-18,"2,883","2,975"," 3,031 ",,5/2/2018,790,6.367,," 5,031.50 "
HARD CODE VALUES,174, 724 ,05-Jun-18,"2,883","2,975"," 2,970 ",,5/3/2018,790,6.3723,," 5,035.60 "
HARD CODE VALUES,175, 723 ,06-Jun-18,"2,883","2,975"," 2,965 ",,5/4/2018,790,6.3521,," 5,019.96 "
HARD CODE VALUES,176, 722 ,07-Jun-18,"2,883","2,975"," 2,959 ",,5/7/2018,790,6.3584,," 5,024.84 "
HARD CODE VALUES,177, 721 ,08-Jun-18,"2,800","2,925"," 2,963 ",,5/8/2018,711,6.3674,," 4,525.22 "
HARD CODE VALUES,178, 718 ,11-Jun-18,"2,800","2,925"," 2,934 ",,5/9/2018,711,6.3733,," 4,529.32 "
HARD CODE VALUES,179, 717 ,12-Jun-18,"2,760","2,880"," 2,934 ",,5/10/2018,711,6.3768,," 4,531.75 "
HARD CODE VALUES,180, 716 ,13-Jun-18,"2,760","2,880"," 2,938 ",,5/11/2018,711,6.3524,," 4,514.79 "
HARD CODE VALUES,181, 715 ,14-Jun-18,"2,760","2,880"," 2,929 ",,5/14/2018,711,6.3345,," 4,502.35 "
HARD CODE VALUES,182, 714 ,15-Jun-18,"2,760","2,880"," 2,945 ",,5/15/2018,667,6.3486,," 4,237.32 "
HARD CODE VALUES,183, 710 ,19-Jun-18,"2,760","2,880"," 2,942 ",,5/16/2018,667,6.3745,," 4,254.20 "
HARD CODE VALUES,184, 709 ,20-Jun-18,"2,760","2,880"," 2,906 ",,5/17/2018,667,6.3679,," 4,249.90 "
HARD CODE VALUES,185, 708 ,21-Jun-18,"2,750","2,740"," 2,912 ",,5/18/2018,667,6.3763,," 4,255.37 "
HARD CODE VALUES,186, 707 ,22-Jun-18,"2,750","2,740"," 2,897 ",,5/21/2018,667,6.3852,," 4,261.17 "
HARD CODE VALUES,187, 704 ,25-Jun-18,"2,750","2,740"," 2,901 ",,5/22/2018,611,6.3799,," 3,899.42 "
HARD CODE VALUES,188, 703 ,26-Jun-18,"2,717","2,710"," 2,914 ",,5/23/2018,611,6.3773,," 3,897.87 "
HARD CODE VALUES,189, 702 ,27-Jun-18,"2,717","2,710"," 2,885 ",,5/24/2018,594,6.3816,," 3,788.44 "
HARD CODE VALUES,190, 701 ,28-Jun-18,"2,717","2,710"," 2,902 ",,5/25/2018,594,6.3867,," 3,791.38 "
HARD CODE VALUES,191, 700 ,29-Jun-18,"2,645","2,625"," 2,911 ",,5/28/2018,594,6.3962,," 3,796.88 "
HARD CODE VALUES,192, 697 ,02-Jul-18,"2,645","2,625"," 2,911 ",,5/29/2018,590,6.4021,," 3,777.81 "
HARD CODE VALUES,193, 696 ,03-Jul-18,"2,645","2,625"," 2,959 ",,5/30/2018,590,6.4207,," 3,788.50 "
CODE FORMULAE,194, 695 ,04-Jul-18,"2,645","2,625"," 2,963 ",,5/31/2018,472,6.4144,472," 3,027.60 "
CODE FORMULAE,195, 694 ,05-Jul-18,"2,645","2,625"," 3,044 ",,6/1/2018,472,6.4078,472," 3,024.48 "
CODE FORMULAE,196, 693 ,06-Jul-18,"2,763","2,650"," 3,051 ",,6/4/2018,472,6.4208,472," 3,030.62 "
CODE FORMULAE,197, 690 ,09-Jul-18,"2,763","2,650"," 3,054 ",,6/5/2018,463,6.4157,463," 2,970.47 "
CODE FORMULAE,198, 689 ,10-Jul-18,"2,814","2,695"," 3,048 ",,6/6/2018,463,6.404,463," 2,965.05 "
CODE FORMULAE,199, 688 ,11-Jul-18,"2,814","2,695"," 3,047 ",,6/7/2018,463,6.3919,463," 2,959.45 "
CODE FORMULAE,200, 687 ,12-Jul-18,"2,814","2,695"," 3,123 ",,6/8/2018,463,6.4003,463," 2,963.34 "
CODE FORMULAE,201, 686 ,13-Jul-18,"2,814","2,695"," 3,123 ",,6/11/2018,458,6.4064,458," 2,934.13 "
CODE FORMULAE,202, 683 ,16-Jul-18,"2,814","2,695"," 3,124 ",,6/12/2018,458,6.4064,458," 2,934.13 "
CODE FORMULAE,203, 682 ,17-Jul-18,"2,814","2,695"," 3,127 ",,6/13/2018,458,6.4156,458," 2,938.34 "
CODE FORMULAE,204, 681 ,18-Jul-18,"2,942","2,825"," 3,132 ",,6/14/2018,458,6.3962,458," 2,929.46 "
CODE FORMULAE,205, 680 ,19-Jul-18,"2,970","2,825"," 3,320 ",,6/15/2018,458,6.4306,458," 2,945.21 "
CODE FORMULAE,206, 679 ,20-Jul-18,"2,970","2,825"," 3,350 ",,6/19/2018,458,6.4235,458," 2,941.96 "
CODE FORMULAE,207, 676 ,23-Jul-18,"2,970","2,825"," 3,346 ",,6/20/2018,450,6.4586,450," 2,906.37 "
CODE FORMULAE,208, 675 ,24-Jul-18,"2,970","2,825"," 3,361 ",,6/21/2018,450,6.4706,450," 2,911.77 "
CODE FORMULAE,209, 674 ,25-Jul-18,"3,000","2,875"," 3,368 ",,6/22/2018,447,6.4804,447," 2,896.74 "
CODE FORMULAE,210, 673 ,26-Jul-18,"3,000","2,875"," 3,349 ",,6/25/2018,447,6.4893,447," 2,900.72 "
CODE FORMULAE,211, 672 ,27-Jul-18,"3,000","2,875"," 3,397 ",,6/26/2018,447,6.518,447," 2,913.55 "
CODE FORMULAE,212, 669 ,30-Jul-18,"3,020","2,920"," 3,407 ",,6/27/2018,440,6.5569,440," 2,885.04 "
CODE FORMULAE,213, 668 ,31-Jul-18,"3,020","2,920"," 3,510 ",,6/28/2018,440,6.596,440," 2,902.24 "
CODE FORMULAE,214, 667 ,01-Aug-18,"3,020","2,920"," 3,517 ",,6/29/2018,440,6.6166,440," 2,911.30 "
CODE FORMULAE,215, 666 ,02-Aug-18,"3,020","2,920"," 3,499 ",,7/2/2018,440,6.6157,440," 2,910.91 "
CODE FORMULAE,216, 665 ,03-Aug-18,"3,020","2,920"," 3,621 ",,7/3/2018,445,6.6497,445," 2,959.12 "
CODE FORMULAE,217, 662 ,06-Aug-18,"3,020","2,920"," 3,631 ",,7/4/2018,445,6.6595,445," 2,963.48 "
CODE FORMULAE,218, 661 ,07-Aug-18,"3,020","2,920"," 3,627 ",,7/5/2018,460,6.618,460," 3,044.28 "
CODE FORMULAE,219, 660 ,08-Aug-18,"3,020","2,920"," 3,621 ",,7/6/2018,460,6.6336,460," 3,051.46 "
CODE FORMULAE,220, 659 ,09-Aug-18,"3,020","2,920"," 3,621 ",,7/9/2018,460,6.6393,460," 3,054.08 "
CODE FORMULAE,221, 658 ,10-Aug-18,"3,020","2,920"," 3,625 ",,7/10/2018,460,6.6259,460," 3,047.91 "
CODE FORMULAE,222, 655 ,13-Aug-18,"3,020","2,920"," 3,651 ",,7/11/2018,460,6.62345,460," 3,046.79 "
CODE FORMULAE,223, 654 ,14-Aug-18,"3,020","2,920"," 3,655 ",,7/12/2018,468,6.6726,468," 3,122.78 "
CODE FORMULAE,224, 653 ,15-Aug-18,"3,020","2,920"," 3,663 ",,7/13/2018,468,6.6727,468," 3,122.82 "
CODE FORMULAE,225, 652 ,16-Aug-18,"3,150","2,920"," 3,668 ",,7/16/2018,468,6.6758,468," 3,124.27 "
CODE FORMULAE,226, 651 ,17-Aug-18,"3,150","3,000"," 3,665 ",,7/17/2018,468,6.6821,468," 3,127.22 "
CODE FORMULAE,227, 648 ,20-Aug-18,"3,235","3,025"," 3,779 ",,7/18/2018,468,6.6914,468," 3,131.58 "
CODE FORMULAE,228, 647 ,21-Aug-18,"3,235","3,025"," 3,862 ",,7/19/2018,495,6.7066,495," 3,319.77 "
CODE FORMULAE,229, 646 ,22-Aug-18,"3,229","3,125"," 3,857 ",,7/20/2018,495,6.7671,495," 3,349.71 "
CODE FORMULAE,230, 645 ,23-Aug-18,"3,229","3,125"," 3,863 ",,7/23/2018,495,6.7593,495," 3,345.85 "
CODE FORMULAE,231, 644 ,24-Aug-18,"3,229","3,125"," 3,882 ",,7/24/2018,495,6.7891,495," 3,360.60 "
CODE FORMULAE,232, 641 ,27-Aug-18,"3,229","3,125"," 3,960 ",,7/25/2018,495,6.804,495," 3,367.98 "
CODE FORMULAE,233, 640 ,28-Aug-18,"3,229","3,125"," 4,151 ",,7/26/2018,495,6.7662,495," 3,349.27 "
CODE FORMULAE,234, 639 ,29-Aug-18,"3,229","3,125"," 4,152 ",,7/27/2018,500,6.7942,500," 3,397.10 "
CODE FORMULAE,235, 638 ,30-Aug-18,"3,229","3,125"," 4,155 ",,7/30/2018,500,6.8131,500," 3,406.55 "
CODE FORMULAE,236, 637 ,31-Aug-18,"3,229","3,125"," 4,177 ",,7/31/2018,515,6.8165,515," 3,510.50 "
CODE FORMULAE,237, 634 ,03-Sep-18,"3,320","3,225"," 4,183 ",,8/1/2018,515,6.8293,515," 3,517.09 "
CODE FORMULAE,238, 633 ,04-Sep-18,"3,320","3,225"," 4,173 ",,8/2/2018,515,6.7942,515," 3,499.01 "
CODE FORMULAE,239, 632 ,05-Sep-18,"3,348","3,225"," 4,301 ",,8/3/2018,530,6.8322,530," 3,621.07 "
CODE FORMULAE,240, 631 ,06-Sep-18,"3,348","3,225"," 4,366 ",,8/6/2018,530,6.8513,530," 3,631.19 "
CODE FORMULAE,241, 630 ,07-Sep-18,"3,348","3,225"," 4,366 ",,8/7/2018,530,6.8431,530," 3,626.84 "
CODE FORMULAE,242, 627 ,10-Sep-18,"3,348","3,225"," 4,274 ",,8/8/2018,530,6.8313,530," 3,620.59 "
CODE FORMULAE,243, 626 ,11-Sep-18,"3,364","3,225"," 4,281 ",,8/9/2018,530,6.8317,530," 3,620.80 "
CODE FORMULAE,244, 625 ,12-Sep-18,"3,364","3,225"," 4,284 ",,8/10/2018,530,6.8395,530," 3,624.94 "
CODE FORMULAE,245, 624 ,13-Sep-18,"3,364","3,225"," 4,281 ",,8/13/2018,532,6.8629,532," 3,651.06 "
CODE FORMULAE,246, 623 ,14-Sep-18,"3,364","3,225"," 4,273 ",,8/14/2018,532,6.8695,532," 3,654.57 "
CODE FORMULAE,247, 620 ,17-Sep-18,"3,364","3,225"," 4,282 ",,8/15/2018,532,6.8856,532," 3,663.14 "
CODE FORMULAE,248, 619 ,18-Sep-18,"3,294","3,275"," 4,285 ",,8/16/2018,532,6.8946,532," 3,667.93 "
CODE FORMULAE,249, 618 ,19-Sep-18,"3,294","3,275"," 4,080 ",,8/17/2018,532,6.8894,532," 3,665.16 "
CODE FORMULAE,250, 617 ,20-Sep-18,"3,294","3,275"," 3,975 ",,8/20/2018,550,6.8718,550," 3,779.49 "
CODE FORMULAE,251, 616 ,21-Sep-18,"3,294","3,275"," 3,934 ",,8/21/2018,565,6.836,565," 3,862.34 "
CODE FORMULAE,252, 612 ,25-Sep-18,"3,294","3,275"," 3,826 ",,8/22/2018,565,6.8271,565," 3,857.31 "
CODE FORMULAE,253, 611 ,26-Sep-18,"3,257","3,225"," 3,669 ",,8/23/2018,565,6.8367,565," 3,862.74 "
CODE FORMULAE,254, 610 ,27-Sep-18,"3,257","3,225"," 3,672 ",,8/24/2018,565,6.871,565," 3,882.12 "
CODE FORMULAE,255, 609 ,28-Sep-18,"3,277","3,225"," 3,680 ",,8/27/2018,578,6.8508,578," 3,959.76 "
CODE FORMULAE,256, 599 ,08-Oct-18,"3,174","3,220"," 3,620 ",,8/28/2018,610,6.8052,610," 4,151.17 "
CODE FORMULAE,257, 598 ,09-Oct-18,"3,174","3,220"," 3,603 ",,8/29/2018,610,6.8072,610," 4,152.39 "
CODE FORMULAE,258, 597 ,10-Oct-18,"3,174","3,220"," 3,536 ",,8/30/2018,610,6.8113,610," 4,154.89 "
CODE FORMULAE,259, 596 ,11-Oct-18,"3,074","3,125"," 3,489 ",,8/31/2018,612,6.8246,612," 4,176.66 "
CODE FORMULAE,260, 595 ,12-Oct-18,"3,074","3,125"," 3,415 ",,9/3/2018,612,6.8347,612," 4,182.84 "
CODE FORMULAE,261, 592 ,15-Oct-18,"3,074","3,125"," 3,451 ",,9/4/2018,612,6.8183,612," 4,172.80 "
CODE FORMULAE,262, 591 ,16-Oct-18,"3,074","3,125"," 3,428 ",,9/5/2018,630,6.8266,630," 4,300.76 "
CODE FORMULAE,263, 590 ,17-Oct-18,"3,019","3,040"," 3,428 ",,9/6/2018,640,6.8217,640," 4,365.89 "
CODE FORMULAE,264, 589 ,18-Oct-18,"3,019","3,040"," 3,326 ",,9/7/2018,640,6.8212,640," 4,365.57 "
CODE FORMULAE,265, 588 ,19-Oct-18,"3,019","3,040"," 3,365 ",,9/10/2018,625,6.8389,625," 4,274.31 "
CODE FORMULAE,266, 585 ,22-Oct-18,"3,043","3,050"," 3,427 ",,9/11/2018,625,6.8488,625," 4,280.50 "
CODE FORMULAE,267, 584 ,23-Oct-18,"3,043","3,050"," 3,432 ",,9/12/2018,625,6.8546,625," 4,284.13 "
CODE FORMULAE,268, 583 ,24-Oct-18,"3,043","3,050"," 3,426 ",,9/13/2018,625,6.8488,625," 4,280.50 "
CODE FORMULAE,269, 582 ,25-Oct-18,"3,043","3,050"," 3,318 ",,9/14/2018,625,6.8362,625," 4,272.63 "
CODE FORMULAE,270, 581 ,26-Oct-18,"3,043","3,050"," 3,330 ",,9/17/2018,625,6.8509,625," 4,281.81 "
CODE FORMULAE,271, 578 ,29-Oct-18,"3,043","3,040"," 3,302 ",,9/18/2018,625,6.8554,625," 4,284.63 "
CODE FORMULAE,272, 577 ,30-Oct-18,"3,125","3,140"," 3,284 ",,9/19/2018,595,6.8569,595," 4,079.86 "
CODE FORMULAE,273, 576 ,31-Oct-18,"3,179","3,200"," 3,287 ",,9/20/2018,580,6.853,580," 3,974.74 "
CODE FORMULAE,274, 575 ,01-Nov-18,"3,248","3,220"," 3,184 ",,9/21/2018,576,6.8357,576," 3,933.95 "
CODE FORMULAE,275, 574 ,02-Nov-18,"3,248","3,220"," 3,170 ",,9/25/2018,559,6.844,559," 3,825.80 "
CODE FORMULAE,276, 571 ,05-Nov-18,"3,175","3,190"," 3,049 ",,9/26/2018,535,6.8571,535," 3,668.55 "
CODE FORMULAE,277, 570 ,06-Nov-18,"3,175","3,190"," 3,053 ",,9/27/2018,535,6.8642,535," 3,672.35 "
CODE FORMULAE,278, 569 ,07-Nov-18,"3,175","3,190"," 2,963 ",,9/28/2018,535,6.8792,535," 3,680.37 "
CODE FORMULAE,279, 568 ,08-Nov-18,"3,175","3,190"," 2,926 ",,10/8/2018,525,6.8957,525," 3,620.24 "
CODE FORMULAE,280, 567 ,09-Nov-18,"3,175","3,190"," 2,912 ",,10/9/2018,522,6.9019,522," 3,602.79 "
CODE FORMULAE,281, 564 ,12-Nov-18,"3,175","3,190"," 2,918 ",,10/10/2018,512,6.9072,512," 3,536.49 "
CODE FORMULAE,282, 563 ,13-Nov-18,"3,175","3,190"," 2,924 ",,10/11/2018,505,6.9098,505," 3,489.45 "
CODE FORMULAE,283, 562 ,14-Nov-18,"3,175","3,190"," 2,943 ",,10/12/2018,494,6.912,494," 3,414.53 "
CODE FORMULAE,284, 561 ,15-Nov-18,"3,259","3,180"," 2,935 ",,10/15/2018,499,6.9154,499," 3,450.78 "
CODE FORMULAE,285, 560 ,16-Nov-18,"3,259","3,180"," 2,838 ",,10/16/2018,496,6.9119,496," 3,428.30 "
CODE FORMULAE,286, 557 ,19-Nov-18,"3,259","3,180"," 2,874 ",,10/17/2018,496,6.9103,496," 3,427.51 "
CODE FORMULAE,287, 556 ,20-Nov-18,"3,259","3,180"," 2,903 ",,10/18/2018,480,6.93,480," 3,326.40 "
CODE FORMULAE,288, 555 ,21-Nov-18,"3,105","3,160"," 2,889 ",,10/19/2018,485,6.9387,485," 3,365.27 "
CODE FORMULAE,289, 554 ,22-Nov-18,"3,105","3,160"," 2,859 ",,10/22/2018,495,6.9236,495," 3,427.18 "
CODE FORMULAE,290, 553 ,23-Nov-18,"3,105","3,160"," 2,814 ",,10/23/2018,495,6.9338,495," 3,432.23 "
CODE FORMULAE,291, 550 ,26-Nov-18,"3,110","3,110"," 2,827 ",,10/24/2018,494,6.9357,494," 3,426.24 "
CODE FORMULAE,292, 549 ,27-Nov-18,"3,110","3,110"," 2,792 ",,10/25/2018,478,6.9409,478," 3,317.75 "
CODE FORMULAE,293, 548 ,28-Nov-18,"3,110","3,110"," 2,808 ",,10/26/2018,479,6.951,479," 3,329.53 "
CODE FORMULAE,294, 547 ,29-Nov-18,"3,110","3,110"," 2,788 ",,10/29/2018,476,6.9377,476," 3,302.35 "
CODE FORMULAE,295, 546 ,30-Nov-18,"3,110","3,110"," 2,788 ",,10/30/2018,472,6.9574,472," 3,283.89 "
CODE FORMULAE,296, 543 ,03-Dec-18,"3,057","3,075"," 2,798 ",,10/31/2018,472,6.9646,472," 3,287.29 "
CODE FORMULAE,297, 542 ,04-Dec-18,"3,057","3,075"," 2,778 ",,11/1/2018,457,6.967,457," 3,183.92 "
CODE FORMULAE,298, 541 ,05-Dec-18,"3,057","3,075"," 2,760 ",,11/2/2018,457,6.9371,457," 3,170.25 "
CODE FORMULAE,299, 540 ,06-Dec-18,"3,057","3,075"," 2,765 ",,11/5/2018,442,6.8976,442," 3,048.74 "
CODE FORMULAE,300, 539 ,07-Dec-18,"3,033","3,065"," 2,767 ",,11/6/2018,442,6.9075,442," 3,053.12 "
CODE FORMULAE,301, 536 ,10-Dec-18,"3,033","3,065"," 2,768 ",,11/7/2018,429,6.9065,429," 2,962.89 "
CODE FORMULAE,302, 535 ,11-Dec-18,"3,016","3,060"," 2,781 ",,11/8/2018,423,6.9163,423," 2,925.59 "
CODE FORMULAE,303, 534 ,12-Dec-18,"3,016","3,060"," 2,915 ",,11/9/2018,420,6.9329,420," 2,911.82 "
CODE FORMULAE,304, 533 ,13-Dec-18,"3,016","3,060"," 2,895 ",,11/12/2018,420,6.9476,420," 2,917.99 "
CODE FORMULAE,305, 532 ,14-Dec-18,"3,016","3,060"," 2,901 ",,11/13/2018,420,6.9629,420," 2,924.42 "
CODE FORMULAE,306, 529 ,17-Dec-18,"3,016","3,060"," 2,818 ",,11/14/2018,424,6.9402,424," 2,942.64 "
CODE FORMULAE,307, 528 ,18-Dec-18,"3,016","3,060"," 2,844 ",,11/15/2018,423,6.9392,423," 2,935.28 "
CODE FORMULAE,308, 527 ,19-Dec-18,"3,016","3,060"," 2,837 ",,11/16/2018,409,6.9377,409," 2,837.52 "
CODE FORMULAE,309, 526 ,20-Dec-18,"3,016","3,060"," 2,840 ",,11/19/2018,415,6.9245,415," 2,873.67 "
CODE FORMULAE,310, 525 ,21-Dec-18,"2,953","3,025"," 2,836 ",,11/20/2018,419,6.928,419," 2,902.83 "
CODE FORMULAE,311, 522 ,24-Dec-18,"2,953","3,025"," 2,843 ",,11/21/2018,416,6.9449,416," 2,889.08 "
CODE FORMULAE,312, 521 ,25-Dec-18,"2,953","3,025"," 2,839 ",,11/22/2018,412,6.9391,412," 2,858.91 "
CODE FORMULAE,313, 520 ,26-Dec-18,"2,953","3,025"," 2,836 ",,11/23/2018,406,6.9306,406," 2,813.82 "
CODE FORMULAE,314, 519 ,27-Dec-18,"2,953","3,025"," 2,838 ",,11/26/2018,407,6.9453,407," 2,826.74 "
CODE FORMULAE,315, 518 ,28-Dec-18,"2,953","3,025"," 2,828 ",,11/27/2018,402,6.9463,402," 2,792.41 "
CODE FORMULAE,316, 513 ,02-Jan-19,"2,955","2,950"," 2,821 ",,11/28/2018,404,6.95,404," 2,807.80 "
CODE FORMULAE,317, 512 ,03-Jan-19,"2,906","2,900"," 2,711 ",,11/29/2018,402,6.9353,402," 2,787.99 "
CODE FORMULAE,318, 511 ,04-Jan-19,"2,906","2,900"," 2,709 ",,11/30/2018,402,6.9357,402," 2,788.15 "
CODE FORMULAE,319, 508 ,07-Jan-19,"2,866","2,900"," 2,706 ",,12/3/2018,403,6.9431,403," 2,798.07 "
CODE FORMULAE,320, 507 ,08-Jan-19,"2,857","2,840"," 2,695 ",,12/4/2018,403,6.8939,403," 2,778.24 "
CODE FORMULAE,321, 506 ,09-Jan-19,"2,857","2,840"," 2,700 ",,12/5/2018,403,6.8476,403," 2,759.58 "
CODE FORMULAE,322, 505 ,10-Jan-19,"2,857","2,840"," 2,679 ",,12/6/2018,403,6.8599,403," 2,764.54 "
CODE FORMULAE,323, 504 ,11-Jan-19,"2,857","2,840"," 2,716 ",,12/7/2018,403,6.8664,403," 2,767.16 "
CODE FORMULAE,324, 501 ,14-Jan-19,"2,857","2,840"," 2,601 ",,12/10/2018,403,6.8693,403," 2,768.33 "
CODE FORMULAE,325, 500 ,15-Jan-19,"2,832","2,825"," 2,594 ",,12/11/2018,403,6.8996,403," 2,780.54 "
CODE FORMULAE,326, 499 ,16-Jan-19,"2,832","2,825"," 2,590 ",,12/12/2018,422,6.9064,422," 2,914.50 "
CODE FORMULAE,327, 498 ,17-Jan-19,"2,832","2,825"," 2,582 ",,12/13/2018,421,6.8769,421," 2,895.17 "
CODE FORMULAE,328, 497 ,18-Jan-19,"2,832","2,825"," 2,558 ",,12/14/2018,422,6.875,422," 2,901.25 "
CODE FORMULAE,329, 494 ,21-Jan-19,"2,832","2,825"," 2,547 ",,12/17/2018,409,6.8908,409," 2,818.34 "
CODE FORMULAE,330, 493 ,22-Jan-19,"2,832","2,825"," 2,545 ",,12/18/2018,413,6.8854,413," 2,843.67 "
CODE FORMULAE,331, 492 ,23-Jan-19,"2,832","2,825"," 2,528 ",,12/19/2018,412,6.8869,412," 2,837.40 "
CODE FORMULAE,332, 491 ,24-Jan-19,"2,832","2,825"," 2,536 ",,12/20/2018,412,6.8936,412," 2,840.16 "
CODE FORMULAE,333, 490 ,25-Jan-19,"2,842","2,775"," 2,487 ",,12/21/2018,412,6.8825,412," 2,835.59 "
CODE FORMULAE,334, 487 ,28-Jan-19,"2,842","2,775"," 2,456 ",,12/24/2018,412,6.9006,412," 2,843.05 "
CODE FORMULAE,335, 486 ,29-Jan-19,"2,802","2,770"," 2,465 ",,12/25/2018,412,6.8919,412," 2,839.46 "
CODE FORMULAE,336, 485 ,30-Jan-19,"2,802","2,770"," 2,471 ",,12/26/2018,412,6.8845,412," 2,836.41 "
CODE FORMULAE,337, 484 ,31-Jan-19,"2,802","2,770"," 2,433 ",,12/27/2018,412,6.8894,412," 2,838.43 "
CODE FORMULAE,338, 483 ,01-Feb-19,"2,802","2,770"," 2,435 ",,12/28/2018,412,6.8632,412," 2,827.64 "
CODE FORMULAE,339, 473 ,11-Feb-19,"2,802","2,770"," 2,524 ",,1/2/2019,412,6.8482,412," 2,821.46 "
CODE FORMULAE,340, 472 ,12-Feb-19,"2,802","2,770"," 2,534 ",,1/3/2019,395,6.8631,395," 2,710.92 "
CODE FORMULAE,341, 471 ,13-Feb-19,"2,802","2,770"," 2,531 ",,1/4/2019,395,6.8586,395," 2,709.15 "
CODE FORMULAE,342, 470 ,14-Feb-19,"2,802","2,770"," 2,628 ",,1/7/2019,395,6.8517,395," 2,706.42 "
CODE FORMULAE,343, 469 ,15-Feb-19,"2,802","2,770"," 2,631 ",,1/8/2019,394,6.8402,394," 2,695.04 "
